order_id,payment_type,payment_value
o02194,credit_card,40.19
o02195,boleto,66.07
o02196,credit_card,78.22
o02197,credit_card,142.41
o02198,credit_card,129.16
o02199,voucher,89.76
o02200,credit_card,84.95
o02201,boleto,65.42
o02202,voucher,76.96
o02203,credit_card,57.55
o02204,voucher,102.35
o02205,boleto,87.49
o02206,boleto,116.97
o02207,credit_card,114.97
o02208,debit_card,191.39
o02209,credit_card,47.27
o02210,credit_card,20.99
o02211,boleto,45.47
o02212,credit_card,76.63
o02213,credit_card,57.59
o02214,credit_card,56.36
o02215,credit_card,44.12
o02216,credit_card,82.7
o02217,voucher,26.79
o02218,boleto,89.35
o02219,boleto,90.3
o02220,boleto,115.4
o02221,credit_card,367.0
o02222,credit_card,19.92
o02223,credit_card,88.0
o02224,credit_card,98.2
o02225,credit_card,45.53
o02226,credit_card,59.73
o02227,credit_card,51.02
o02228,credit_card,91.25
o02229,voucher,123.25
o02230,credit_card,35.69
o02231,boleto,83.29
o02232,boleto,139.63
o02233,credit_card,47.21
o02234,boleto,17.99
o02235,credit_card,41.61
o02236,boleto,39.3
o02237,boleto,42.71
o02238,credit_card,182.45
o02239,credit_card,212.87
o02240,credit_card,151.48
o02241,boleto,56.96
o02242,credit_card,155.36
o02243,boleto,21.15
o02244,credit_card,38.21
o02245,credit_card,103.83
o02246,credit_card,49.32
o02247,boleto,35.83
o02248,voucher,81.85
o02249,boleto,82.99
o02250,credit_card,87.67
o02251,credit_card,93.5
o02252,voucher,79.56
o02253,credit_card,62.77
o02254,debit_card,69.12
o02255,credit_card,104.7
o02256,credit_card,77.91
o02257,credit_card,52.12
o02258,credit_card,45.15
o02259,credit_card,68.8
o02260,credit_card,139.21
o02261,credit_card,94.34
o02262,voucher,144.04
o02263,debit_card,56.46
o02264,credit_card,74.71
o02265,credit_card,81.03
o02266,credit_card,107.61
o02267,credit_card,56.5
o02268,credit_card,94.2
o02269,credit_card,134.18
o02270,credit_card,64.62
o02271,credit_card,42.35
o02272,credit_card,137.1
o02273,credit_card,99.29
o02274,credit_card,31.98
o02275,credit_card,65.44
o02276,credit_card,190.17
o02277,voucher,89.87
o02278,credit_card,68.73
o02279,boleto,39.76
o02280,credit_card,39.7
o02281,credit_card,103.66
o02282,credit_card,41.47
o02283,boleto,81.36
o02284,credit_card,64.52
o02285,boleto,78.66
o02286,debit_card,61.6
o02287,boleto,87.51
o02288,credit_card,114.96
o02289,credit_card,62.15
o02290,credit_card,108.94
o02291,credit_card,148.15
o02292,credit_card,80.99
o02293,credit_card,102.11
o02294,credit_card,35.88
o02295,credit_card,62.84
o02296,boleto,30.28
o02297,voucher,51.53
o02298,credit_card,63.27
o02299,credit_card,201.77
o02300,credit_card,45.46
o02301,credit_card,67.03
o02302,credit_card,41.52
o02303,debit_card,60.47
o02304,credit_card,88.33
o02305,credit_card,96.63
o02306,credit_card,56.35
o02307,credit_card,48.74
o02308,boleto,16.31
o02309,credit_card,160.97
o02310,credit_card,54.21
o02311,credit_card,22.77
o02312,credit_card,134.64
o02313,credit_card,25.16
o02314,credit_card,134.77
o02315,credit_card,30.57
o02316,credit_card,33.46
o02317,credit_card,37.69
o02318,boleto,52.0
o02319,credit_card,135.61
o02320,credit_card,38.26
o02321,credit_card,88.18
o02322,credit_card,77.61
o02323,voucher,70.39
o02324,boleto,120.14
o02325,boleto,73.61
o02326,credit_card,76.76
o02327,boleto,101.57
o02328,debit_card,52.92
o02329,credit_card,67.39
o02330,credit_card,80.91
o02331,credit_card,113.1
o02332,boleto,62.8
o02333,voucher,66.75
o02334,voucher,87.01
o02335,credit_card,63.44
o02336,credit_card,46.02
o02337,credit_card,101.46
o02338,credit_card,73.84
o02339,credit_card,55.03
o02340,credit_card,37.66
o02341,credit_card,25.41
o02342,credit_card,89.59
o02343,credit_card,45.48
o02344,credit_card,29.7
o02345,credit_card,42.79
o02346,voucher,80.7
o02347,credit_card,45.26
o02348,credit_card,81.62
o02349,boleto,50.17
o02350,credit_card,67.16
o02351,boleto,70.37
o02352,voucher,98.26
o02353,credit_card,100.09
o02354,credit_card,68.36
o02355,credit_card,40.69
o02356,boleto,128.3
o02357,credit_card,54.44
o02358,boleto,19.13
o02359,credit_card,79.02
o02360,credit_card,80.82
o02361,voucher,55.58
o02362,credit_card,30.65
o02363,credit_card,27.7
o02364,credit_card,57.78
o02365,credit_card,38.75
o02366,boleto,112.86
o02367,boleto,56.59
o02368,credit_card,53.03
o02369,boleto,187.18
o02370,credit_card,20.42
o02371,credit_card,66.84
o02372,credit_card,25.79
o02373,credit_card,136.83
o02374,boleto,29.43
o02375,voucher,82.66
o02376,credit_card,76.16
o02377,credit_card,25.55
o02378,credit_card,83.01
o02379,credit_card,50.06
o02380,credit_card,92.33
o02381,credit_card,48.37
o02382,credit_card,83.2
o02383,credit_card,63.27
o02384,voucher,83.05
o02385,credit_card,91.34
o02386,credit_card,59.63
o02387,boleto,54.56
o02388,boleto,89.93
o02389,credit_card,50.45
o02390,credit_card,60.3
o02391,credit_card,154.29
o02392,credit_card,67.22
o02393,boleto,100.13
o02394,credit_card,46.57
o02395,boleto,82.52
o02396,voucher,61.14
o02397,credit_card,55.32
o02398,credit_card,24.65
o02399,voucher,39.0
o02400,voucher,11.32
o02401,voucher,23.16
o02402,credit_card,195.75
o02403,credit_card,62.86
o02404,voucher,67.47
o02405,debit_card,111.01
o02406,credit_card,78.16
o02407,credit_card,55.13
o02408,credit_card,55.42
o02409,credit_card,37.49
o02410,credit_card,86.45
o02411,debit_card,88.23
o02412,voucher,67.92
o02413,credit_card,61.99
o02414,credit_card,88.69
o02415,credit_card,37.06
o02416,voucher,80.54
o02417,credit_card,160.01
o02418,voucher,47.27
o02419,boleto,58.83
o02420,credit_card,133.07
o02421,credit_card,67.99
o02422,credit_card,104.86
o02423,credit_card,83.22
o02424,credit_card,87.2
o02425,credit_card,45.94
o02426,credit_card,45.21
o02427,credit_card,96.72
o02428,credit_card,31.92
o02429,credit_card,60.26
o02430,debit_card,36.78
o02431,boleto,88.75
o02432,credit_card,58.68
o02433,credit_card,62.31
o02434,debit_card,160.65
o02435,credit_card,108.0
o02436,credit_card,143.53
o02437,credit_card,254.68
o02438,credit_card,135.6
o02439,boleto,52.45
o02440,credit_card,42.08
o02441,boleto,52.83
o02442,boleto,89.61
o02443,credit_card,55.65
o02444,voucher,46.84
o02445,boleto,155.13
o02446,credit_card,54.72
o02447,credit_card,85.62
o02448,credit_card,84.35
o02449,boleto,24.93
o02450,credit_card,148.93
o02451,voucher,35.97
o02452,credit_card,30.44
o02453,boleto,51.54
o02454,credit_card,42.38
o02455,credit_card,133.88
o02456,boleto,77.45
o02457,credit_card,49.12
o02458,credit_card,29.9
o02459,credit_card,82.59
o02460,debit_card,57.36
o02461,debit_card,18.28
o02462,boleto,89.1
o02463,boleto,77.73
o02464,credit_card,43.07
o02465,boleto,95.78
o02466,credit_card,33.96
o02467,boleto,56.07
o02468,credit_card,60.13
o02469,credit_card,64.57
o02470,credit_card,32.97
o02471,credit_card,129.66
o02472,credit_card,43.02
o02473,voucher,26.78
o02474,credit_card,79.12
o02475,credit_card,193.8
o02476,credit_card,24.88
o02477,debit_card,38.81
o02478,credit_card,108.85
o02479,credit_card,67.06
o02480,boleto,33.58
o02481,credit_card,59.87
o02482,credit_card,162.38
o02483,credit_card,138.66
o02484,credit_card,292.5
o02485,credit_card,98.39
o02486,voucher,50.73
o02487,credit_card,107.67
o02488,credit_card,45.34
o02489,boleto,62.58
o02490,voucher,45.52
o02491,credit_card,98.15
o02492,credit_card,93.07
o02493,boleto,47.54
o02494,voucher,123.16
o02495,boleto,148.71
o02496,boleto,50.98
o02497,credit_card,83.48
o02498,credit_card,154.81
o02499,debit_card,79.35
o02500,credit_card,56.13
o02501,credit_card,63.95
o02502,credit_card,50.66
o02503,credit_card,125.56
o02504,credit_card,116.08
o02505,voucher,221.17
o02506,credit_card,44.78
o02507,credit_card,49.08
o02508,credit_card,30.67
o02509,boleto,90.0
o02510,boleto,36.43
o02511,credit_card,213.05
o02512,credit_card,42.38
o02513,voucher,222.31
o02514,boleto,14.4
o02515,credit_card,24.12
o02516,credit_card,35.75
o02517,boleto,77.98
o02518,credit_card,63.46
o02519,credit_card,41.94
o02520,boleto,61.77
o02521,voucher,48.07
o02522,credit_card,88.73
o02523,voucher,37.11
o02524,credit_card,71.89
o02525,credit_card,73.57
o02526,voucher,64.53
o02527,credit_card,82.74
o02528,credit_card,61.4
o02529,credit_card,97.52
o02530,credit_card,64.5
o02531,boleto,129.06
o02532,credit_card,71.68
o02533,credit_card,123.97
o02534,credit_card,48.55
o02535,boleto,39.2
o02536,boleto,97.09
o02537,credit_card,65.14
o02538,credit_card,20.67
o02539,credit_card,44.32
o02540,boleto,78.19
o02541,credit_card,62.14
o02542,boleto,43.35
o02543,boleto,64.84
o02544,credit_card,70.69
o02545,credit_card,26.84
o02546,credit_card,121.85
o02547,credit_card,139.58
o02548,credit_card,44.21
o02549,boleto,189.19
o02550,credit_card,62.45
o02551,credit_card,46.74
o02552,credit_card,46.03
o02553,credit_card,180.49
o02554,credit_card,37.47
o02555,voucher,71.52
o02556,credit_card,76.37
o02557,credit_card,97.48
o02558,voucher,68.41
o02559,boleto,171.59
o02560,credit_card,194.42
o02561,voucher,146.05
o02562,credit_card,80.64
o02563,credit_card,109.7
o02564,credit_card,55.68
o02565,credit_card,124.68
o02566,credit_card,48.13
o02567,credit_card,40.56
o02568,credit_card,40.0
o02569,credit_card,90.03
o02570,credit_card,157.61
o02571,credit_card,166.13
o02572,boleto,21.32
o02573,credit_card,113.83
o02574,credit_card,39.23
o02575,credit_card,251.76
o02576,credit_card,33.28
o02577,credit_card,27.09
o02578,credit_card,115.26
o02579,credit_card,53.92
o02580,credit_card,52.28
o02581,credit_card,43.86
o02582,voucher,47.66
o02583,credit_card,118.41
o02584,credit_card,39.93
o02585,credit_card,61.16
o02586,boleto,37.89
o02587,boleto,70.02
o02588,credit_card,51.83
o02589,credit_card,85.62
o02590,boleto,92.22
o02591,credit_card,159.4
o02592,credit_card,239.52
o02593,boleto,46.15
o02594,boleto,98.57
o02595,credit_card,51.36
o02596,credit_card,90.64
o02597,credit_card,88.4
o02598,credit_card,86.81
o02599,credit_card,103.16
o02600,credit_card,72.51
o02601,credit_card,54.04
o02602,credit_card,70.47
o02603,credit_card,226.33
o02604,credit_card,48.81
o02605,credit_card,56.3
o02606,credit_card,44.37
o02607,boleto,24.78
o02608,credit_card,64.16
o02609,credit_card,94.27
o02610,boleto,40.8
o02611,credit_card,143.33
o02612,credit_card,84.13
o02613,credit_card,119.1
o02614,credit_card,79.65
o02615,credit_card,61.0
o02616,credit_card,54.69
o02617,voucher,77.77
o02618,credit_card,81.78
o02619,credit_card,50.63
o02620,credit_card,60.19
o02621,credit_card,195.43
o02622,boleto,71.19
o02623,credit_card,75.26
o02624,credit_card,163.5
o02625,credit_card,82.39
o02626,credit_card,66.34
o02627,credit_card,116.99
o02628,debit_card,101.36
o02629,boleto,76.33
o02630,credit_card,80.05
o02631,debit_card,57.2
o02632,boleto,36.58
o02633,boleto,92.84
o02634,boleto,29.99
o02635,credit_card,37.36
o02636,credit_card,59.76
o02637,boleto,56.62
o02638,credit_card,98.78
o02639,boleto,114.55
o02640,credit_card,215.54
o02641,boleto,27.89
o02642,credit_card,86.55
o02643,credit_card,84.54
o02644,boleto,78.64
o02645,credit_card,92.82
o02646,boleto,104.59
o02647,credit_card,146.3
o02648,boleto,79.98
o02649,credit_card,176.78
o02650,voucher,80.31
o02651,credit_card,52.62
o02652,credit_card,76.28
o02653,boleto,42.58
o02654,voucher,43.67
o02655,boleto,62.47
o02656,credit_card,57.82
o02657,voucher,143.64
o02658,credit_card,62.05
o02659,boleto,39.61
o02660,credit_card,68.62
o02661,credit_card,79.86
o02662,credit_card,72.68
o02663,credit_card,38.66
o02664,credit_card,153.99
o02665,credit_card,26.49
o02666,boleto,72.07
o02667,boleto,38.05
o02668,credit_card,121.23
o02669,voucher,86.77
o02670,credit_card,79.86
o02671,debit_card,59.55
o02672,boleto,145.19
o02673,credit_card,59.47
o02674,boleto,187.76
o02675,boleto,43.05
o02676,credit_card,68.87
o02677,debit_card,102.88
o02678,credit_card,90.24
o02679,credit_card,65.95
o02680,boleto,28.09
o02681,credit_card,74.8
o02682,voucher,55.75
o02683,credit_card,49.05
o02684,credit_card,106.55
o02685,boleto,25.47
o02686,credit_card,67.27
o02687,credit_card,17.24
o02688,boleto,90.64
o02689,boleto,107.23
o02690,boleto,74.21
o02691,credit_card,53.01
o02692,credit_card,143.79
o02693,boleto,150.21
o02694,voucher,82.22
o02695,credit_card,165.5
o02696,credit_card,43.0
o02697,credit_card,63.74
o02698,credit_card,20.34
o02699,credit_card,36.75
o02700,credit_card,35.2
o02701,boleto,90.32
o02702,credit_card,37.99
o02703,voucher,24.74
o02704,credit_card,47.12
o02705,voucher,50.2
o02706,credit_card,33.35
o02707,credit_card,71.08
o02708,boleto,78.45
o02709,credit_card,29.58
o02710,credit_card,98.6
o02711,credit_card,41.53
o02712,credit_card,49.79
o02713,credit_card,87.17
o02714,credit_card,50.02
o02715,credit_card,37.03
o02716,credit_card,68.8
o02717,voucher,122.12
o02718,credit_card,112.98
o02719,credit_card,47.62
o02720,debit_card,40.05
o02721,voucher,44.18
o02722,debit_card,113.73
o02723,credit_card,43.81
o02724,boleto,160.0
o02725,credit_card,86.53
o02726,credit_card,64.56
o02727,credit_card,47.23
o02728,credit_card,69.32
o02729,credit_card,36.91
o02730,credit_card,30.02
o02731,credit_card,87.01
o02732,boleto,64.4
o02733,voucher,100.75
o02734,credit_card,77.02
o02735,credit_card,46.84
o02736,boleto,112.9
o02737,credit_card,49.68
o02738,credit_card,133.2
o02739,boleto,48.89
o02740,credit_card,32.32
o02741,credit_card,149.05
o02742,credit_card,48.04
o02743,boleto,49.78
o02744,credit_card,32.98
o02745,credit_card,61.58
o02746,credit_card,34.97
o02747,credit_card,143.34
o02748,boleto,53.66
o02749,boleto,40.43
o02750,credit_card,67.45
o02751,credit_card,235.43
o02752,credit_card,69.14
o02753,boleto,57.58
o02754,credit_card,66.58
o02755,credit_card,103.82
o02756,credit_card,98.23
o02757,credit_card,75.73
o02758,boleto,115.78
o02759,boleto,68.63
o02760,voucher,60.14
o02761,credit_card,67.81
o02762,voucher,49.04
o02763,credit_card,105.16
o02764,credit_card,47.85
o02765,boleto,23.34
o02766,voucher,29.93
o02767,debit_card,80.06
o02768,credit_card,43.94
o02769,credit_card,99.61
o02770,credit_card,64.73
o02771,credit_card,104.68
o02772,credit_card,24.3
o02773,credit_card,47.66
o02774,voucher,39.79
o02775,credit_card,271.3
o02776,credit_card,51.78
o02777,credit_card,29.73
o02778,credit_card,79.21
o02779,boleto,38.13
o02780,credit_card,111.34
o02781,voucher,123.02
o02782,boleto,39.98
o02783,debit_card,174.46
o02784,credit_card,44.59
o02785,boleto,75.12
o02786,credit_card,113.37
o02787,credit_card,80.02
o02788,credit_card,51.83
o02789,credit_card,32.41
o02790,credit_card,169.88
o02791,credit_card,81.11
o02792,credit_card,195.5
o02793,debit_card,25.67
o02794,boleto,87.83
o02795,credit_card,177.78
o02796,credit_card,42.57
o02797,credit_card,44.16
o02798,credit_card,58.91
o02799,credit_card,40.91
o02800,credit_card,27.59
o02801,boleto,46.5
o02802,credit_card,87.11
o02803,boleto,34.26
o02804,credit_card,36.1
o02805,voucher,48.01
o02806,credit_card,38.7
o02807,credit_card,49.41
o02808,boleto,61.26
o02809,credit_card,35.38
o02810,credit_card,48.58
o02811,credit_card,64.26
o02812,voucher,41.72
o02813,credit_card,32.4
o02814,credit_card,43.25
o02815,credit_card,53.35
o02816,credit_card,26.93
o02817,credit_card,87.88
o02818,credit_card,54.85
o02819,voucher,43.37
o02820,credit_card,28.89
o02821,credit_card,81.55
o02822,credit_card,123.8
o02823,boleto,47.47
o02824,credit_card,183.54
o02825,credit_card,62.64
o02826,boleto,63.88
o02827,credit_card,102.43
o02828,boleto,83.98
o02829,voucher,34.15
o02830,boleto,46.58
o02831,voucher,113.15
o02832,credit_card,84.95
o02833,credit_card,184.72
o02834,voucher,77.68
o02835,credit_card,86.61
o02836,credit_card,43.18
o02837,credit_card,122.6
o02838,credit_card,20.23
o02839,boleto,69.94
o02840,credit_card,88.11
o02841,boleto,74.84
o02842,debit_card,62.92
o02843,credit_card,59.22
o02844,credit_card,64.32
o02845,credit_card,36.7
o02846,credit_card,74.63
o02847,credit_card,43.42
o02848,voucher,47.49
o02849,boleto,34.73
o02850,credit_card,319.53
o02851,credit_card,71.77
o02852,credit_card,31.4
o02853,credit_card,67.75
o02854,credit_card,121.74
o02855,credit_card,74.17
o02856,voucher,62.04
o02857,credit_card,41.68
o02858,boleto,74.24
o02859,voucher,96.18
o02860,credit_card,96.79
o02861,credit_card,70.44
o02862,voucher,70.32
o02863,credit_card,134.62
o02864,boleto,125.73
o02865,voucher,57.46
o02866,credit_card,173.81
o02867,voucher,31.66
o02868,credit_card,72.17
o02869,voucher,76.22
o02870,credit_card,40.49
o02871,boleto,28.61
o02872,credit_card,40.93
o02873,credit_card,107.8
o02874,boleto,109.72
o02875,boleto,93.12
o02876,voucher,43.8
o02877,credit_card,110.56
o02878,credit_card,45.33
o02879,credit_card,74.61
o02880,credit_card,64.11
o02881,credit_card,52.23
o02882,credit_card,90.47
o02883,credit_card,101.18
o02884,credit_card,42.51
o02885,credit_card,66.16
o02886,credit_card,98.07
o02887,credit_card,16.53
o02888,boleto,80.2
o02889,voucher,99.28
o02890,credit_card,82.24
o02891,boleto,84.49
o02892,credit_card,61.64
o02893,credit_card,95.3
o02894,credit_card,33.69
o02895,credit_card,41.05
o02896,voucher,83.67
o02897,credit_card,95.48
o02898,credit_card,122.24
o02899,debit_card,142.92
o02900,credit_card,156.64
o02901,credit_card,44.1
o02902,boleto,36.38
o02903,credit_card,106.31
o02904,credit_card,51.06
o02905,credit_card,62.97
o02906,boleto,99.95
o02907,credit_card,72.1
o02908,voucher,93.55
o02909,voucher,42.05
o02910,credit_card,76.74
o02911,credit_card,75.86
o02912,voucher,120.9
o02913,credit_card,138.21
o02914,credit_card,50.48
o02915,credit_card,38.45
o02916,credit_card,96.79
o02917,boleto,27.39
o02918,credit_card,100.82
o02919,credit_card,105.52
o02920,credit_card,48.46
o02921,credit_card,17.99
o02922,debit_card,112.34
o02923,voucher,144.52
o02924,voucher,19.28
o02925,boleto,138.18
o02926,credit_card,141.1
o02927,credit_card,32.5
o02928,voucher,67.23
o02929,boleto,75.59
o02930,credit_card,69.44
o02931,credit_card,94.12
o02932,credit_card,37.27
o02933,credit_card,27.04
o02934,credit_card,23.32
o02935,credit_card,113.81
o02936,credit_card,32.33
o02937,boleto,69.19
o02938,credit_card,47.32
o02939,credit_card,48.42
o02940,credit_card,58.44
o02941,credit_card,49.51
o02942,credit_card,27.07
o02943,credit_card,58.46
o02944,credit_card,42.5
o02945,credit_card,41.45
o02946,credit_card,172.61
o02947,credit_card,29.98
o02948,credit_card,57.0
o02949,credit_card,72.5
o02950,boleto,172.74
o02951,credit_card,35.39
o02952,credit_card,133.58
o02953,credit_card,58.23
o02954,boleto,59.38
o02955,credit_card,90.91
o02956,credit_card,147.32
o02957,credit_card,49.31
o02958,credit_card,75.52
o02959,voucher,69.89
o02960,voucher,68.06
o02961,credit_card,100.22
o02962,credit_card,43.99
o02963,credit_card,52.86
o02964,credit_card,27.42
o02965,credit_card,86.8
o02966,boleto,66.36
o02967,credit_card,144.91
o02968,boleto,35.01
o02969,credit_card,187.91
o02970,credit_card,95.35
o02971,boleto,18.16
o02972,boleto,92.93
o02973,credit_card,46.73
o02974,credit_card,55.66
o02975,boleto,50.91
o02976,debit_card,128.37
o02977,credit_card,25.48
o02978,credit_card,60.0
o02979,credit_card,62.73
o02980,credit_card,49.99
o02981,credit_card,39.28
o02982,boleto,19.73
o02983,credit_card,60.53
o02984,boleto,86.67
o02985,credit_card,66.4
o02986,credit_card,39.3
o02987,debit_card,63.08
o02988,credit_card,146.06
o02989,boleto,44.97
o02990,boleto,71.75
o02991,credit_card,77.44
o02992,credit_card,31.04
o02993,voucher,54.3
o02994,boleto,54.64
o02995,credit_card,64.99
o02996,debit_card,125.66
o02997,credit_card,34.4
o02998,credit_card,130.65
o02999,boleto,90.46
o03000,credit_card,191.59
o03001,boleto,22.27
o03002,credit_card,17.36
o03003,credit_card,272.38
o03004,boleto,30.41
o03005,credit_card,40.7
o03006,credit_card,40.88
o03007,debit_card,35.49
o03008,credit_card,87.97
o03009,credit_card,56.76
o03010,boleto,43.88
o03011,debit_card,167.85
o03012,credit_card,20.67
o03013,credit_card,111.08
o03014,credit_card,61.95
o03015,credit_card,43.49
o03016,credit_card,46.19
o03017,credit_card,53.78
o03018,boleto,41.16
o03019,credit_card,100.63
o03020,credit_card,51.45
o03021,credit_card,92.22
o03022,debit_card,46.56
o03023,credit_card,71.06
o03024,credit_card,71.04
o03025,boleto,64.64
o03026,boleto,133.3
o03027,credit_card,142.04
o03028,credit_card,97.48
o03029,boleto,116.8
o03030,debit_card,94.36
o03031,credit_card,49.56
o03032,credit_card,59.27
o03033,credit_card,22.34
o03034,credit_card,37.93
o03035,credit_card,30.51
o03036,boleto,43.29
o03037,voucher,74.21
o03038,credit_card,48.63
o03039,credit_card,103.54
o03040,credit_card,38.66
o03041,boleto,89.71
o03042,credit_card,36.99
o03043,boleto,127.32
o03044,boleto,38.62
o03045,credit_card,82.24
o03046,credit_card,43.92
o03047,credit_card,156.36
o03048,credit_card,152.03
o03049,credit_card,80.66
o03050,credit_card,79.75
o03051,boleto,98.99
o03052,credit_card,88.83
o03053,credit_card,107.09
o03054,credit_card,38.19
o03055,boleto,64.65
o03056,boleto,45.58
o03057,voucher,150.48
o03058,credit_card,32.86
o03059,credit_card,168.64
o03060,voucher,65.28
o03061,credit_card,108.1
o03062,credit_card,48.41
o03063,voucher,31.55
o03064,credit_card,146.54
o03065,debit_card,84.83
o03066,credit_card,34.31
o03067,boleto,60.68
o03068,debit_card,58.24
o03069,boleto,83.13
o03070,boleto,38.1
o03071,credit_card,33.94
o03072,credit_card,69.5
o03073,credit_card,39.22
o03074,credit_card,149.6
o03075,credit_card,101.87
o03076,credit_card,100.08
o03077,credit_card,22.11
o03078,debit_card,49.43
o03079,voucher,54.86
o03080,credit_card,36.19
o03081,credit_card,89.02
o03082,credit_card,82.22
o03083,credit_card,97.66
o03084,voucher,115.36
o03085,voucher,111.76
o03086,credit_card,290.64
o03087,credit_card,63.51
o03088,boleto,57.76
o03089,credit_card,88.35
o03090,credit_card,128.47
o03091,credit_card,27.17
o03092,boleto,41.95
o03093,boleto,46.97
o03094,credit_card,67.06
o03095,credit_card,49.57
o03096,voucher,116.49
o03097,credit_card,72.33
o03098,voucher,60.29
o03099,boleto,82.65
o03100,credit_card,23.6
o03101,credit_card,80.36
o03102,credit_card,39.78
o03103,credit_card,103.91
o03104,boleto,25.4
o03105,credit_card,85.84
o03106,credit_card,40.33
o03107,credit_card,130.14
o03108,credit_card,28.21
o03109,voucher,65.72
o03110,boleto,94.97
o03111,credit_card,77.74
o03112,credit_card,77.45
o03113,credit_card,32.74
o03114,credit_card,31.72
o03115,credit_card,75.77
o03116,credit_card,69.4
o03117,credit_card,37.04
o03118,credit_card,36.01
o03119,boleto,60.8
o03120,credit_card,52.25
o03121,credit_card,186.86
o03122,credit_card,135.16
o03123,credit_card,101.62
o03124,credit_card,146.17
o03125,credit_card,45.23
o03126,boleto,48.73
o03127,credit_card,122.79
o03128,credit_card,65.61
o03129,credit_card,67.83
o03130,credit_card,34.84
o03131,boleto,119.26
o03132,credit_card,88.24
o03133,boleto,55.45
o03134,credit_card,48.92
o03135,credit_card,131.6
o03136,credit_card,45.52
o03137,credit_card,29.76
o03138,voucher,136.43
o03139,boleto,138.22
o03140,credit_card,45.42
o03141,credit_card,213.3
o03142,voucher,61.61
o03143,credit_card,45.68
o03144,boleto,86.57
o03145,credit_card,32.34
o03146,credit_card,39.08
o03147,credit_card,76.04
o03148,credit_card,68.67
o03149,debit_card,107.82
o03150,boleto,34.65
o03151,credit_card,187.78
o03152,debit_card,26.64
o03153,debit_card,51.73
o03154,credit_card,67.32
o03155,boleto,50.51
o03156,credit_card,32.22
o03157,boleto,63.39
o03158,credit_card,94.21
o03159,credit_card,58.37
o03160,credit_card,41.25
o03161,credit_card,110.03
o03162,credit_card,112.6
o03163,credit_card,56.77
o03164,boleto,78.72
o03165,credit_card,109.53
o03166,boleto,93.58
o03167,debit_card,77.47
o03168,boleto,91.34
o03169,credit_card,81.81
o03170,credit_card,65.37
o03171,credit_card,34.31
o03172,voucher,38.3
o03173,boleto,83.83
o03174,credit_card,50.24
o03175,credit_card,82.11
o03176,credit_card,33.88
o03177,credit_card,43.15
o03178,credit_card,58.37
o03179,credit_card,20.25
o03180,boleto,40.39
o03181,boleto,45.98
o03182,credit_card,71.42
o03183,credit_card,56.51
o03184,credit_card,73.53
o03185,debit_card,66.63
o03186,credit_card,55.3
o03187,credit_card,46.13
o03188,credit_card,67.86
o03189,credit_card,128.61
o03190,credit_card,46.0
o03191,credit_card,182.46
o03192,credit_card,68.56
o03193,boleto,104.54
o03194,boleto,79.22
o03195,boleto,85.87
o03196,credit_card,40.24
o03197,credit_card,50.02
o03198,voucher,26.89
o03199,credit_card,57.68
o03200,credit_card,90.53
o03201,credit_card,57.9
o03202,voucher,108.03
o03203,credit_card,52.53
o03204,credit_card,44.57
o03205,credit_card,48.94
o03206,credit_card,95.65
o03207,boleto,156.13
o03208,credit_card,195.59
o03209,credit_card,89.9
o03210,credit_card,105.04
o03211,boleto,29.7
o03212,credit_card,33.55
o03213,credit_card,41.09
o03214,credit_card,133.57
o03215,credit_card,132.36
o03216,credit_card,227.87
o03217,credit_card,40.64
o03218,voucher,61.32
o03219,credit_card,26.8
o03220,credit_card,31.12
o03221,credit_card,55.19
o03222,credit_card,41.52
o03223,credit_card,41.76
o03224,boleto,47.05
o03225,credit_card,143.45
o03226,voucher,117.27
o03227,credit_card,38.08
o03228,credit_card,115.28
o03229,voucher,43.17
o03230,credit_card,29.52
o03231,credit_card,46.21
o03232,credit_card,75.22
o03233,voucher,40.16
o03234,credit_card,88.96
o03235,debit_card,47.85
o03236,credit_card,78.25
o03237,credit_card,37.86
o03238,credit_card,64.54
o03239,credit_card,40.77
o03240,credit_card,56.03
o03241,credit_card,184.36
o03242,voucher,51.08
o03243,credit_card,33.2
o03244,boleto,66.74
o03245,credit_card,67.36
o03246,boleto,67.12
o03247,credit_card,86.03
o03248,credit_card,49.86
o03249,credit_card,90.9
o03250,credit_card,63.14
o03251,credit_card,32.33
o03252,debit_card,98.41
o03253,credit_card,70.21
o03254,credit_card,88.18
o03255,credit_card,34.09
o03256,debit_card,101.87
o03257,boleto,219.59
o03258,credit_card,32.9
o03259,credit_card,110.51
o03260,boleto,70.37
o03261,credit_card,63.5
o03262,credit_card,102.57
o03263,credit_card,96.07
o03264,credit_card,127.72
o03265,credit_card,34.72
o03266,credit_card,130.85
o03267,credit_card,77.82
o03268,boleto,27.16
o03269,credit_card,51.32
o03270,voucher,71.25
o03271,voucher,50.75
o03272,credit_card,59.41
o03273,boleto,47.21
o03274,debit_card,174.66
o03275,credit_card,311.18
o03276,credit_card,91.76
o03277,credit_card,66.56
o03278,credit_card,37.45
o03279,debit_card,127.93
o03280,credit_card,84.99
o03281,boleto,39.32
o03282,credit_card,39.45
o03283,credit_card,60.17
o03284,credit_card,66.92
o03285,credit_card,90.5
o03286,credit_card,62.29
o03287,credit_card,95.0
o03288,credit_card,50.78
o03289,credit_card,62.38
o03290,credit_card,130.94
o03291,boleto,97.53
o03292,credit_card,64.38
o03293,voucher,20.25
