age,job,marital,education,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,duration,y
32,admin.,married,secondary,cellular,jul,3,-1,0,unknown,0.39,93.176,-38.4,4.324,5229.7,197,no
32,self-employed,single,tertiary,cellular,nov,2,-1,0,unknown,3.21,94.484,-41.0,3.545,5243.9,157,no
45,entrepreneur,married,tertiary,cellular,nov,2,-1,0,unknown,0.28,93.804,-48.5,3.229,5228.5,416,no
53,blue-collar,married,primary,cellular,aug,4,-1,0,unknown,0.69,93.428,-46.5,2.923,5172.4,158,no
51,admin.,single,secondary,unknown,may,1,-1,0,unknown,0.98,92.638,-45.3,4.711,5054.5,459,no
28,self-employed,married,tertiary,cellular,apr,1,-1,0,unknown,-0.0,93.679,-44.7,4.134,5200.5,219,no
42,self-employed,married,tertiary,unknown,may,1,-1,0,unknown,2.67,94.529,-41.4,3.868,5202.5,853,no
37,management,divorced,tertiary,cellular,apr,1,70,2,other,2.12,93.554,-41.1,1.731,5198.5,221,no
36,unemployed,married,secondary,unknown,jun,1,-1,0,unknown,0.95,93.49,-37.3,5.639,5215.3,386,no
29,housemaid,single,secondary,unknown,may,3,-1,0,unknown,-1.62,93.662,-30.8,3.355,5185.5,91,no
36,blue-collar,married,secondary,cellular,jul,1,-1,0,unknown,0.31,94.257,-37.8,4.054,5342.3,345,no
37,entrepreneur,married,tertiary,unknown,jun,2,-1,0,unknown,-1.06,93.742,-44.8,5.077,5226.3,187,no
34,management,divorced,tertiary,cellular,nov,2,-1,0,unknown,0.03,93.672,-46.1,5.352,5204.5,197,no
32,services,married,secondary,cellular,jul,4,-1,0,unknown,0.02,93.624,-46.2,3.472,5200.9,148,no
32,admin.,single,secondary,unknown,may,2,-1,0,unknown,-0.62,93.53,-44.4,4.644,5118.4,422,no
58,housemaid,married,tertiary,cellular,nov,1,-1,0,unknown,0.61,92.658,-43.1,1.26,5100.2,91,no
36,admin.,single,secondary,cellular,aug,2,-1,0,unknown,-0.4,94.902,-36.7,4.358,5179.6,321,no
57,retired,married,primary,telephone,feb,3,-1,0,unknown,-0.1,94.68,-41.7,3.783,5173.9,286,no
38,blue-collar,single,tertiary,cellular,jul,6,-1,0,unknown,-0.72,92.729,-44.9,4.011,5110.5,84,no
52,services,married,secondary,cellular,jul,1,-1,0,unknown,1.72,93.717,-35.5,4.38,5189.4,135,no
41,admin.,married,secondary,cellular,nov,1,166,2,failure,2.24,94.173,-43.3,4.698,5077.4,164,no
36,management,married,tertiary,cellular,jan,1,237,17,other,0.88,93.959,-42.3,3.809,5137.1,86,no
33,admin.,divorced,primary,unknown,jun,4,-1,0,unknown,-1.28,93.68,-43.1,3.653,5201.0,239,no
51,blue-collar,married,primary,cellular,aug,6,-1,0,unknown,1.56,93.668,-44.3,3.551,5179.9,134,no
69,retired,married,primary,cellular,aug,1,-1,0,unknown,-1.17,93.7,-37.2,2.718,5285.9,230,no
58,services,married,primary,telephone,feb,2,204,1,failure,0.71,93.684,-40.4,4.883,5213.1,41,no
34,blue-collar,single,secondary,unknown,may,6,-1,0,unknown,1.2,93.348,-42.4,5.037,5263.0,192,no
63,housemaid,married,primary,telephone,aug,3,-1,0,unknown,1.88,93.735,-39.2,3.38,5200.5,128,yes
33,blue-collar,married,secondary,unknown,sep,1,-1,0,unknown,0.45,93.228,-40.0,2.558,5126.0,9,no
34,admin.,married,secondary,cellular,feb,1,-1,0,unknown,1.19,93.327,-38.6,2.189,5204.5,246,no
29,blue-collar,divorced,secondary,cellular,apr,4,-1,0,unknown,0.68,92.737,-33.5,3.39,5147.6,712,yes
33,blue-collar,single,primary,cellular,may,1,290,2,failure,-0.7,93.629,-38.4,3.551,5221.2,74,no
36,admin.,divorced,primary,cellular,jul,1,-1,0,unknown,-1.65,94.144,-40.8,4.814,5140.3,185,no
51,blue-collar,married,primary,cellular,may,1,326,5,failure,0.93,93.807,-39.8,4.187,5181.5,189,no
40,services,married,secondary,unknown,jun,1,-1,0,unknown,-1.81,92.564,-41.2,2.352,5122.8,96,no
38,technician,single,secondary,cellular,aug,2,-1,0,unknown,1.27,93.949,-38.8,3.881,5071.1,187,no
34,unemployed,married,tertiary,cellular,aug,6,-1,0,unknown,-0.4,94.388,-35.8,2.906,5252.1,201,no
43,admin.,divorced,tertiary,cellular,nov,1,175,1,failure,-1.44,93.682,-41.2,2.558,5218.2,149,no
42,blue-collar,married,primary,unknown,jun,18,-1,0,unknown,2.48,93.436,-45.3,2.992,5147.0,11,no
27,admin.,single,secondary,cellular,jun,1,-1,0,unknown,0.68,93.439,-43.7,2.856,5136.6,66,no
38,blue-collar,single,secondary,cellular,may,3,-1,0,unknown,0.64,93.629,-47.4,4.406,5180.0,84,no
37,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,1.43,93.601,-42.7,2.932,5148.5,381,no
38,blue-collar,divorced,secondary,cellular,jul,4,-1,0,unknown,1.08,93.234,-40.4,2.782,5223.5,1096,yes
40,services,married,secondary,cellular,jul,2,-1,0,unknown,-2.42,93.625,-42.1,2.695,5258.0,84,no
21,student,single,unknown,cellular,apr,3,364,2,failure,-0.08,93.75,-36.8,2.826,5229.7,232,no
26,admin.,married,secondary,unknown,may,1,-1,0,unknown,-1.36,93.103,-37.4,2.271,5188.3,154,no
58,blue-collar,married,secondary,cellular,aug,17,-1,0,unknown,0.17,93.223,-46.8,3.851,5166.6,27,no
71,retired,divorced,secondary,cellular,aug,3,-1,0,unknown,0.08,94.593,-41.9,3.798,5185.6,534,yes
37,services,single,secondary,unknown,jun,4,-1,0,unknown,1.22,93.29,-40.8,6.047,5260.8,260,no
62,technician,married,secondary,telephone,nov,13,96,1,other,0.37,93.304,-42.5,4.152,5209.2,446,no
45,technician,married,secondary,telephone,aug,2,-1,0,unknown,-0.74,93.264,-46.1,3.011,5275.4,18,no
33,blue-collar,married,secondary,unknown,may,3,-1,0,unknown,-0.52,92.98,-42.4,5.484,5162.2,588,yes
53,blue-collar,married,secondary,cellular,jul,5,-1,0,unknown,-2.38,93.53,-44.4,2.257,5186.5,122,no
35,entrepreneur,divorced,secondary,unknown,may,1,-1,0,unknown,0.61,94.77,-47.5,2.896,5223.9,300,no
57,housemaid,divorced,unknown,telephone,apr,2,-1,0,unknown,0.38,93.689,-39.1,5.475,5117.1,71,no
33,management,married,tertiary,unknown,may,2,-1,0,unknown,0.41,94.253,-44.0,4.015,5208.0,1287,no
34,management,married,tertiary,cellular,feb,2,-1,0,unknown,1.92,93.842,-44.6,4.132,5145.1,449,no
37,technician,single,secondary,cellular,aug,5,-1,0,unknown,-0.01,93.645,-36.5,5.059,5281.2,90,no
27,technician,single,secondary,cellular,feb,1,216,2,other,1.32,93.473,-33.7,3.299,5136.1,352,no
35,technician,single,tertiary,cellular,nov,5,-1,0,unknown,0.63,93.724,-40.2,1.439,5130.9,12,no
37,technician,married,secondary,unknown,may,1,-1,0,unknown,0.69,94.139,-49.2,2.9,5140.6,224,no
29,admin.,single,tertiary,unknown,aug,1,-1,0,unknown,0.09,94.068,-44.4,3.119,5076.3,47,no
27,management,single,secondary,cellular,feb,1,-1,0,unknown,-0.02,93.615,-35.6,2.445,5179.9,84,no
32,blue-collar,divorced,secondary,cellular,jul,1,-1,0,unknown,2.19,92.425,-38.4,3.363,5137.0,120,no
58,blue-collar,married,secondary,cellular,jul,2,-1,0,unknown,0.82,93.149,-35.2,2.931,5226.9,71,no
61,retired,married,secondary,unknown,may,1,-1,0,unknown,0.33,93.529,-38.4,2.593,5187.1,71,no
31,blue-collar,single,secondary,cellular,nov,1,-1,0,unknown,0.18,92.922,-41.4,2.294,5173.4,116,no
47,unemployed,married,primary,cellular,nov,1,-1,0,unknown,1.42,94.638,-39.2,1.559,5125.4,108,no
39,admin.,married,tertiary,cellular,jan,2,-1,0,unknown,-0.26,93.882,-39.6,3.3,5146.6,123,no
36,blue-collar,single,secondary,cellular,nov,2,-1,0,unknown,1.3,94.133,-25.6,3.604,5133.8,287,no
34,blue-collar,single,secondary,cellular,nov,2,-1,0,unknown,0.47,93.027,-50.7,4.319,5077.6,55,no
28,management,married,tertiary,cellular,jul,2,-1,0,unknown,2.14,94.152,-41.6,2.952,5235.3,16,no
45,blue-collar,married,primary,telephone,jul,1,-1,0,unknown,1.05,94.074,-38.5,3.89,5141.3,32,no
34,services,single,secondary,unknown,jun,3,-1,0,unknown,0.46,93.321,-45.0,2.222,5142.0,269,no
27,technician,married,secondary,cellular,jul,1,-1,0,unknown,1.59,93.422,-42.9,2.269,5015.9,451,no
58,retired,married,primary,telephone,oct,1,-1,0,unknown,1.0,94.511,-45.5,0.533,5210.7,27,no
50,blue-collar,married,secondary,unknown,may,6,-1,0,unknown,3.33,93.263,-47.5,2.837,5236.2,263,no
40,admin.,married,unknown,cellular,may,6,174,3,failure,1.15,93.122,-42.5,3.794,5032.7,234,no
38,management,married,tertiary,cellular,jul,1,-1,0,unknown,1.2,94.321,-38.0,3.448,5245.5,500,yes
78,retired,divorced,secondary,telephone,aug,1,-1,0,unknown,-0.78,92.287,-36.9,2.485,5158.2,95,no
48,services,married,secondary,cellular,aug,7,-1,0,unknown,1.01,94.008,-42.0,2.188,5158.7,89,no
35,management,divorced,tertiary,cellular,aug,2,-1,0,unknown,0.31,93.594,-39.4,2.655,5175.3,720,yes
43,management,single,tertiary,telephone,may,3,-1,0,unknown,-1.49,93.212,-43.3,4.179,5164.3,899,no
56,blue-collar,married,primary,unknown,may,1,-1,0,unknown,-1.02,93.901,-37.9,2.56,5236.8,269,no
32,blue-collar,married,secondary,unknown,may,3,-1,0,unknown,-0.57,93.974,-50.9,4.652,5194.0,700,no
76,housemaid,divorced,primary,telephone,oct,2,187,3,success,-0.27,93.581,-40.2,3.293,5081.7,233,yes
60,retired,divorced,primary,telephone,feb,1,-1,0,unknown,2.86,94.337,-44.1,3.79,5215.8,157,no
53,blue-collar,divorced,secondary,unknown,may,1,-1,0,unknown,-1.29,93.951,-35.0,4.673,5169.4,193,no
49,services,married,secondary,cellular,jun,1,368,3,failure,-0.45,92.835,-37.8,2.953,5149.2,263,yes
48,admin.,single,secondary,cellular,jul,1,-1,0,unknown,1.97,93.583,-43.8,3.352,5219.1,72,no
34,management,single,tertiary,cellular,jul,1,-1,0,unknown,0.52,93.875,-41.8,4.348,5175.5,255,no
27,blue-collar,single,primary,unknown,may,3,-1,0,unknown,1.72,93.971,-41.8,3.821,5257.4,205,no
35,self-employed,married,secondary,cellular,jul,3,-1,0,unknown,-0.31,94.13,-35.8,3.173,5101.7,699,yes
31,admin.,married,secondary,cellular,may,2,-1,0,unknown,-0.3,94.995,-37.2,4.32,5116.5,927,no
29,services,single,secondary,cellular,jul,2,-1,0,unknown,0.42,93.523,-40.5,4.503,5216.5,202,no
39,technician,single,unknown,unknown,may,1,-1,0,unknown,1.68,93.302,-42.9,3.838,5198.8,1623,yes
59,unemployed,divorced,secondary,cellular,feb,1,130,1,failure,2.12,94.164,-44.3,5.67,5235.3,287,no
49,technician,married,secondary,cellular,jul,3,-1,0,unknown,0.14,93.846,-31.6,2.651,5177.2,120,no
30,management,single,tertiary,unknown,may,4,-1,0,unknown,0.43,93.975,-44.0,3.579,5228.1,145,no
22,admin.,single,tertiary,cellular,may,4,89,4,success,-0.37,93.554,-38.1,2.886,5095.8,98,no
51,management,single,unknown,unknown,may,2,-1,0,unknown,-1.07,93.305,-37.9,2.67,5218.8,33,no
35,admin.,divorced,secondary,unknown,may,1,-1,0,unknown,2.44,94.048,-41.3,1.738,5250.1,173,no
60,management,married,tertiary,cellular,may,3,-1,0,unknown,-1.91,93.818,-33.2,3.109,5145.2,787,no
24,student,single,secondary,cellular,nov,1,90,1,failure,-0.5,93.363,-39.9,2.121,5159.0,263,yes
37,blue-collar,married,primary,unknown,jun,4,-1,0,unknown,0.99,93.53,-45.6,0.764,5260.1,51,no
31,management,married,tertiary,cellular,apr,5,-1,0,unknown,1.05,94.308,-40.7,2.782,5185.6,343,no
41,unemployed,married,tertiary,cellular,feb,2,-1,0,unknown,1.29,94.052,-35.9,2.644,5247.7,358,no
55,unemployed,single,primary,unknown,jun,1,-1,0,unknown,0.84,92.746,-35.4,4.428,5220.6,106,no
28,blue-collar,married,primary,unknown,may,4,-1,0,unknown,1.5,93.675,-44.9,2.981,5061.9,78,no
28,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,1.87,93.209,-41.2,4.508,5214.4,750,no
36,management,single,tertiary,cellular,may,3,170,1,failure,1.3,93.624,-40.3,1.757,5156.9,81,no
45,services,married,secondary,cellular,jul,2,-1,0,unknown,1.58,93.843,-43.8,2.473,5125.3,106,no
32,unemployed,divorced,primary,cellular,jul,4,-1,0,unknown,1.41,94.362,-48.1,3.91,5182.5,175,no
55,technician,married,tertiary,telephone,may,5,370,3,other,0.24,94.27,-44.4,1.837,5161.8,992,no
59,blue-collar,married,primary,cellular,aug,6,-1,0,unknown,-1.15,93.841,-35.8,3.698,5168.4,1152,yes
53,blue-collar,married,secondary,cellular,may,3,-1,0,unknown,-0.82,94.271,-33.4,2.807,5192.3,91,no
26,admin.,single,secondary,cellular,apr,1,80,1,success,0.68,94.115,-35.4,2.745,5202.7,457,yes
38,management,married,tertiary,cellular,oct,2,184,5,failure,-1.76,94.432,-35.3,3.601,5166.0,336,yes
50,management,married,tertiary,unknown,jun,1,-1,0,unknown,2.55,92.835,-42.8,4.923,5224.2,916,no
48,services,divorced,secondary,cellular,may,3,349,3,other,-0.75,94.272,-36.7,2.906,5106.5,1062,yes
30,blue-collar,married,primary,unknown,may,4,-1,0,unknown,0.99,92.827,-36.8,2.567,5121.6,126,no
46,blue-collar,married,primary,cellular,may,3,259,17,failure,0.14,94.23,-37.0,4.036,5222.3,142,no
40,unemployed,married,primary,cellular,feb,1,-1,0,unknown,1.4,93.882,-37.1,4.626,5233.0,171,no
45,admin.,married,secondary,cellular,aug,2,-1,0,unknown,0.93,93.275,-46.6,3.556,5274.4,102,no
46,unknown,married,unknown,cellular,aug,1,-1,0,unknown,0.21,93.883,-34.6,4.566,5223.9,343,no
46,management,divorced,tertiary,cellular,mar,2,-1,0,unknown,3.34,93.531,-46.3,2.439,5169.6,144,yes
41,admin.,married,secondary,cellular,jul,12,-1,0,unknown,1.91,94.37,-39.2,3.543,5242.0,76,no
26,admin.,single,secondary,cellular,apr,2,-1,0,unknown,1.97,93.19,-49.5,4.384,5097.3,238,no
36,technician,single,secondary,cellular,jan,2,266,2,failure,0.67,94.004,-40.4,4.43,5137.7,198,no
49,technician,married,secondary,cellular,may,1,342,4,failure,1.24,94.123,-42.6,3.192,5174.6,816,no
28,management,single,tertiary,telephone,aug,1,46,35,failure,0.99,93.654,-38.9,0.772,5206.8,361,no
28,student,single,secondary,unknown,may,1,-1,0,unknown,0.36,94.053,-46.4,3.496,5195.6,151,no
34,blue-collar,divorced,secondary,unknown,may,13,-1,0,unknown,1.08,93.037,-37.6,3.886,5169.8,102,no
35,management,married,tertiary,cellular,jun,1,386,1,failure,0.63,94.916,-42.3,4.72,5226.7,134,no
44,technician,married,secondary,cellular,aug,12,-1,0,unknown,-0.11,93.225,-42.3,3.728,5106.4,212,no
38,management,married,tertiary,cellular,may,1,367,2,failure,1.21,93.352,-40.3,4.083,5187.7,148,no
35,services,divorced,secondary,cellular,jul,1,-1,0,unknown,2.69,93.532,-37.5,1.68,5162.0,228,no
53,technician,married,tertiary,cellular,may,1,328,1,failure,1.19,93.335,-41.0,3.314,5107.7,55,no
30,services,married,unknown,unknown,may,2,-1,0,unknown,0.18,94.07,-40.6,3.293,5196.5,674,no
30,technician,single,secondary,unknown,may,2,-1,0,unknown,-1.44,93.547,-37.6,5.223,5124.7,614,no
34,admin.,single,secondary,cellular,nov,2,-1,0,unknown,-1.15,92.985,-41.2,2.142,5207.3,88,no
60,retired,married,primary,unknown,jun,1,-1,0,unknown,0.96,92.96,-40.7,4.185,5186.5,200,no
60,management,married,primary,telephone,feb,1,-1,0,unknown,0.12,93.347,-45.2,4.571,5223.7,447,no
30,blue-collar,married,secondary,unknown,jun,5,-1,0,unknown,0.15,93.821,-40.5,3.617,5173.8,148,no
34,blue-collar,married,secondary,unknown,may,3,-1,0,unknown,0.68,93.645,-32.2,2.086,5150.6,627,no
29,management,single,tertiary,unknown,jun,4,-1,0,unknown,1.86,93.87,-40.6,1.636,5166.9,91,no
57,technician,married,tertiary,unknown,jun,3,-1,0,unknown,1.2,94.671,-35.6,2.176,5200.1,174,no
37,technician,married,secondary,cellular,aug,4,-1,0,unknown,-1.03,93.691,-41.2,3.097,5178.4,154,no
46,self-employed,divorced,tertiary,cellular,apr,1,133,3,failure,3.12,93.598,-44.1,1.954,5160.1,463,no
36,technician,married,secondary,cellular,feb,2,-1,0,unknown,1.05,92.879,-44.8,2.005,5145.1,24,no
28,student,single,secondary,cellular,nov,1,97,2,failure,-0.93,93.899,-42.2,4.171,5187.9,487,yes
56,blue-collar,married,primary,unknown,may,1,-1,0,unknown,0.57,93.855,-40.7,2.327,5206.0,438,no
45,blue-collar,married,secondary,cellular,apr,1,-1,0,unknown,1.62,93.62,-40.0,3.142,5170.8,188,no
43,blue-collar,married,primary,cellular,feb,1,-1,0,unknown,1.26,93.208,-40.4,1.984,5150.9,237,no
29,technician,single,secondary,cellular,may,3,-1,0,unknown,-0.62,93.502,-47.1,4.326,5179.1,273,no
27,services,single,tertiary,cellular,may,3,-1,0,unknown,3.27,93.107,-35.4,4.506,5154.3,105,no
52,technician,divorced,secondary,cellular,aug,2,-1,0,unknown,1.25,93.575,-43.8,3.952,5118.1,117,no
57,services,married,secondary,cellular,may,7,285,3,failure,1.91,93.764,-45.7,4.019,5213.9,86,no
27,technician,married,tertiary,cellular,feb,1,-1,0,unknown,0.27,93.357,-38.4,2.995,5224.4,45,no
38,technician,single,tertiary,cellular,may,3,-1,0,unknown,-0.16,94.423,-38.7,2.926,5232.6,253,no
32,services,single,secondary,cellular,feb,1,-1,0,unknown,1.56,94.112,-46.9,2.592,5271.6,305,no
45,technician,married,secondary,telephone,jul,1,-1,0,unknown,0.44,92.892,-39.6,3.54,5203.2,27,no
54,management,married,tertiary,telephone,may,5,-1,0,unknown,-0.32,93.215,-49.7,5.137,5228.3,65,no
59,retired,married,primary,cellular,aug,2,-1,0,unknown,-0.84,93.596,-42.1,4.754,5130.8,256,no
29,student,single,secondary,cellular,dec,3,189,19,other,1.64,93.289,-43.4,2.854,5201.2,279,yes
37,technician,single,secondary,cellular,aug,6,-1,0,unknown,3.05,93.395,-37.5,3.094,5244.6,1149,yes
49,technician,divorced,secondary,unknown,may,8,-1,0,unknown,-0.38,93.821,-43.8,2.277,5153.9,230,no
39,blue-collar,married,primary,unknown,jun,3,-1,0,unknown,-1.42,93.957,-37.6,2.42,5138.4,320,no
57,retired,married,secondary,cellular,aug,2,-1,0,unknown,1.26,93.435,-36.6,5.947,5273.2,91,no
37,admin.,single,secondary,unknown,may,1,-1,0,unknown,-1.91,93.812,-40.3,2.767,5119.2,237,no
53,admin.,single,secondary,cellular,feb,1,92,1,success,-1.15,93.854,-46.9,2.976,5127.7,108,no
44,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,-0.13,93.458,-41.3,4.262,5114.7,100,no
61,retired,divorced,primary,cellular,nov,1,-1,0,unknown,-0.42,94.097,-41.8,1.882,5143.3,342,yes
42,housemaid,married,primary,cellular,aug,2,-1,0,unknown,-1.02,92.597,-38.2,3.123,5169.4,133,no
28,admin.,divorced,secondary,unknown,may,2,-1,0,unknown,-1.42,93.952,-44.7,3.802,5181.8,442,yes
55,management,divorced,tertiary,cellular,feb,1,-1,0,unknown,-0.79,93.669,-39.4,3.33,5095.9,115,no
26,student,single,secondary,cellular,may,1,-1,0,unknown,0.43,93.827,-41.4,4.265,5278.9,620,no
47,blue-collar,married,secondary,unknown,jun,1,-1,0,unknown,-1.58,92.906,-34.9,4.507,5224.2,79,no
33,management,married,tertiary,unknown,jun,11,-1,0,unknown,0.54,93.946,-42.9,2.451,5228.1,101,no
36,technician,married,secondary,cellular,may,1,304,2,failure,1.58,95.133,-46.7,1.584,5195.4,179,no
33,blue-collar,married,secondary,cellular,jul,2,-1,0,unknown,0.01,92.753,-35.1,3.512,5125.8,332,no
30,blue-collar,single,secondary,cellular,jul,1,-1,0,unknown,-1.27,93.163,-42.5,2.092,5176.9,51,no
42,management,divorced,secondary,unknown,may,1,-1,0,unknown,1.93,93.744,-53.9,3.901,5167.4,112,no
35,blue-collar,married,secondary,telephone,may,6,-1,0,unknown,-0.65,93.428,-36.0,2.235,5180.8,155,no
41,technician,married,secondary,cellular,apr,2,-1,0,unknown,2.88,94.032,-38.8,3.394,5249.9,314,yes
27,technician,married,tertiary,telephone,feb,5,-1,0,unknown,1.99,94.317,-49.5,2.544,5100.5,24,no
34,admin.,married,secondary,cellular,may,4,364,22,other,-0.91,93.155,-41.9,3.57,5221.8,114,no
39,management,single,tertiary,cellular,jan,5,196,1,other,0.02,93.897,-46.8,4.129,5171.1,118,no
34,admin.,single,secondary,cellular,nov,1,-1,0,unknown,-0.0,93.524,-45.5,2.762,5172.5,73,no
37,technician,married,secondary,unknown,may,4,-1,0,unknown,-2.08,93.327,-46.8,4.18,5139.3,45,no
33,admin.,married,secondary,unknown,may,2,-1,0,unknown,-0.03,94.606,-46.2,3.284,5210.6,566,no
39,entrepreneur,married,secondary,unknown,jun,2,-1,0,unknown,2.71,93.571,-39.7,2.322,5105.2,76,no
25,management,single,tertiary,cellular,sep,2,114,2,failure,-0.22,93.469,-44.2,5.029,5156.8,267,yes
44,blue-collar,single,secondary,cellular,apr,1,-1,0,unknown,-2.21,93.388,-48.3,3.866,5296.8,442,no
21,technician,single,secondary,unknown,oct,1,-1,0,unknown,-0.75,93.387,-43.7,2.422,5152.7,5,no
47,technician,married,secondary,cellular,may,2,336,2,success,-0.64,93.879,-49.2,2.366,5139.2,778,no
60,technician,married,secondary,cellular,jul,2,-1,0,unknown,0.78,93.551,-40.8,2.419,5103.5,112,no
36,blue-collar,married,secondary,unknown,jun,1,-1,0,unknown,-0.24,94.154,-40.1,3.433,5119.8,351,no
48,entrepreneur,married,secondary,unknown,jun,9,-1,0,unknown,-0.92,93.711,-39.1,3.192,5095.4,60,no
47,services,married,secondary,cellular,aug,3,-1,0,unknown,-1.25,93.676,-37.4,2.453,5210.8,599,no
27,blue-collar,single,primary,cellular,may,4,301,2,success,0.56,93.989,-40.7,3.352,5194.0,276,no
45,technician,single,secondary,cellular,nov,1,-1,0,unknown,1.5,94.03,-35.6,2.59,5105.2,200,no
58,technician,married,unknown,unknown,may,1,-1,0,unknown,1.75,94.18,-41.5,3.895,5125.0,71,no
46,technician,married,secondary,cellular,aug,13,-1,0,unknown,2.0,94.265,-48.5,4.129,5215.4,7,no
41,blue-collar,divorced,primary,cellular,jul,5,-1,0,unknown,0.79,93.472,-30.5,2.592,5232.6,955,yes
32,management,married,tertiary,cellular,jul,1,-1,0,unknown,1.71,93.602,-42.4,3.585,5182.6,72,no
42,technician,married,secondary,unknown,jun,3,-1,0,unknown,-1.12,94.178,-44.3,4.861,5268.0,107,no
48,technician,married,secondary,cellular,jul,1,-1,0,unknown,0.83,94.963,-35.1,3.093,5153.5,112,no
51,entrepreneur,married,tertiary,cellular,jul,1,-1,0,unknown,1.09,93.644,-38.5,2.261,5155.7,42,no
55,housemaid,married,primary,cellular,aug,2,-1,0,unknown,-0.29,93.244,-33.3,2.711,5043.8,139,no
45,admin.,married,secondary,cellular,aug,1,-1,0,unknown,0.03,93.834,-34.3,3.29,5156.7,277,yes
34,admin.,married,secondary,unknown,jun,13,-1,0,unknown,0.66,93.298,-35.4,3.343,5316.0,65,no
41,services,divorced,secondary,unknown,may,1,-1,0,unknown,-1.0,93.454,-40.8,1.58,5234.3,133,no
67,retired,married,unknown,telephone,may,2,-1,0,unknown,0.28,92.611,-37.3,5.606,5113.3,77,no
27,technician,single,tertiary,cellular,aug,1,87,6,failure,1.79,93.684,-48.7,2.172,5189.2,217,yes
35,blue-collar,single,primary,unknown,may,2,-1,0,unknown,0.48,93.839,-44.7,2.584,5191.4,83,no
28,unemployed,married,secondary,unknown,may,1,-1,0,unknown,-1.13,93.284,-44.4,3.734,5213.7,371,no
59,retired,divorced,secondary,cellular,may,2,-1,0,unknown,-0.04,94.199,-33.7,2.698,5179.1,1060,yes
40,management,divorced,secondary,cellular,jul,4,-1,0,unknown,-0.9,93.976,-37.7,3.925,5255.4,140,no
51,blue-collar,married,primary,cellular,may,7,250,3,failure,0.49,94.345,-42.7,2.893,5161.2,157,no
31,management,married,tertiary,unknown,may,2,-1,0,unknown,2.18,93.834,-33.2,3.752,5162.3,389,no
39,technician,single,tertiary,cellular,apr,2,248,12,failure,1.24,93.729,-35.8,3.232,5249.5,204,no
47,entrepreneur,divorced,tertiary,unknown,jun,1,-1,0,unknown,-0.8,93.692,-44.0,2.712,5210.3,124,no
36,unemployed,single,primary,telephone,jul,6,-1,0,unknown,2.88,93.497,-44.1,3.541,5151.0,63,no
30,management,single,tertiary,cellular,feb,6,-1,0,unknown,-1.71,93.662,-39.1,3.527,5143.6,31,no
36,services,divorced,secondary,unknown,jun,3,-1,0,unknown,-0.33,93.91,-39.3,1.969,5187.5,250,no
48,management,married,tertiary,unknown,may,1,-1,0,unknown,-0.08,92.906,-41.2,2.43,5129.4,125,no
48,admin.,divorced,unknown,cellular,may,1,-1,0,unknown,0.74,93.32,-42.0,2.784,5203.9,243,no
28,admin.,single,secondary,cellular,may,5,-1,0,unknown,1.03,93.228,-44.2,3.065,5119.6,390,yes
54,entrepreneur,married,secondary,unknown,may,3,-1,0,unknown,1.08,93.894,-39.4,2.881,5166.5,44,no
32,admin.,married,secondary,unknown,may,3,-1,0,unknown,-2.9,93.372,-42.2,2.22,5224.9,200,no
37,self-employed,divorced,tertiary,unknown,jul,3,-1,0,unknown,0.55,93.724,-42.6,2.781,5126.8,426,no
42,technician,married,secondary,unknown,may,1,-1,0,unknown,1.48,93.98,-43.0,4.01,5176.5,833,no
29,admin.,single,unknown,unknown,may,3,-1,0,unknown,0.12,93.071,-41.2,1.895,5262.8,597,no
35,admin.,single,secondary,cellular,feb,2,-1,0,unknown,-1.08,93.165,-42.7,4.826,5226.1,418,no
37,entrepreneur,single,tertiary,unknown,may,2,-1,0,unknown,0.12,92.888,-40.6,3.143,5256.9,237,no
29,blue-collar,single,secondary,cellular,may,1,-1,0,unknown,-0.39,93.675,-38.4,4.564,5242.8,500,no
25,technician,divorced,tertiary,unknown,may,4,-1,0,unknown,-1.35,93.736,-36.2,2.347,5275.2,350,no
47,services,divorced,secondary,unknown,may,2,-1,0,unknown,-2.68,93.153,-42.5,1.964,5244.6,92,no
59,retired,married,secondary,cellular,aug,2,-1,0,unknown,2.59,93.647,-46.5,2.624,5185.7,185,no
32,technician,married,secondary,cellular,oct,1,805,4,other,1.34,93.877,-40.6,1.918,5252.8,289,yes
58,management,divorced,tertiary,unknown,may,2,-1,0,unknown,2.11,93.961,-40.8,4.402,5220.9,137,no
30,management,married,tertiary,cellular,may,6,169,3,failure,-1.04,94.161,-37.8,4.461,5102.4,255,no
53,blue-collar,married,primary,cellular,jul,1,-1,0,unknown,0.59,93.366,-38.6,3.688,5192.5,114,no
61,retired,married,secondary,cellular,oct,2,92,5,success,-1.01,93.041,-45.3,2.553,5194.1,212,no
36,services,single,secondary,unknown,jun,9,-1,0,unknown,2.73,93.375,-40.2,5.013,5169.2,256,no
29,blue-collar,married,secondary,cellular,apr,1,-1,0,unknown,2.06,93.288,-40.5,2.069,5157.7,357,no
57,retired,divorced,tertiary,cellular,nov,2,-1,0,unknown,1.2,94.173,-41.2,2.205,5178.4,130,no
