order_id,seller_id,seller_state,customer_state,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_customer_date,freight_value,price,delivery_days,estimated_days,delay_days,is_late
ol_00088,sl_0017,SP,SP,2018-02-14,2018-02-23,2018-02-20,26.67,175.15,6,9,-3,0
ol_01502,sl_0005,PR,RS,2018-02-15,2018-02-25,2018-03-01,24.62,37.91,14,10,4,1
ol_01124,sl_0019,RJ,RS,2018-02-15,2018-02-27,2018-03-01,44.07,54.39,14,12,2,1
ol_01300,sl_0013,RJ,PR,2018-02-15,2018-02-27,2018-03-03,46.7,91.64,16,12,4,1
ol_01458,sl_0017,PR,MG,2018-02-15,2018-02-21,2018-02-21,28.45,95.53,6,6,0,0
ol_00471,sl_0105,RJ,SP,2018-02-15,2018-02-27,2018-02-28,44.66,53.44,13,12,1,1
ol_01825,sl_0022,MG,BA,2018-02-15,2018-02-26,2018-02-23,25.13,77.04,8,11,-3,0
ol_00009,sl_0064,MG,SP,2018-02-15,2018-03-02,2018-03-04,21.81,102.39,17,15,2,1
ol_01844,sl_0075,PR,SP,2018-02-15,2018-02-28,2018-02-28,37.26,95.71,13,13,0,0
ol_00626,sl_0006,PR,PR,2018-02-15,2018-03-01,2018-02-28,21.85,139.4,13,14,-1,0
ol_00305,sl_0033,SP,RS,2018-02-15,2018-02-20,2018-02-25,38.6,76.91,10,5,5,1
ol_01668,sl_0030,SC,PR,2018-02-15,2018-02-28,2018-02-28,34.61,43.08,13,13,0,0
ol_00252,sl_0033,SP,GO,2018-02-15,2018-03-03,2018-03-07,64.27,177.82,20,16,4,1
ol_01010,sl_0072,RJ,MG,2018-02-16,2018-02-26,2018-02-26,34.72,35.12,10,10,0,0
ol_00463,sl_0004,PR,PE,2018-02-16,2018-03-05,2018-03-06,36.27,59.56,18,17,1,1
ol_00658,sl_0041,SC,PE,2018-02-16,2018-03-05,2018-03-05,25.67,100.74,17,17,0,0
ol_01977,sl_0097,SP,GO,2018-02-16,2018-03-04,2018-03-06,40.67,46.92,18,16,2,1
ol_01106,sl_0029,RJ,MG,2018-02-16,2018-03-03,2018-03-03,43.91,147.65,15,15,0,0
ol_00230,sl_0076,MG,BA,2018-02-16,2018-02-22,2018-02-20,34.54,45.4,4,6,-2,0
ol_00985,sl_0024,SP,MG,2018-02-16,2018-03-01,2018-03-03,28.24,90.49,15,13,2,1
ol_01347,sl_0101,BA,SP,2018-02-16,2018-03-02,2018-02-28,29.36,85.18,12,14,-2,0
ol_01285,sl_0075,SP,RS,2018-02-16,2018-02-24,2018-02-23,30.12,122.61,7,8,-1,0
ol_01706,sl_0050,PR,SP,2018-02-17,2018-03-05,2018-03-03,37.13,114.14,14,16,-2,0
ol_00440,sl_0105,SC,RJ,2018-02-17,2018-03-02,2018-03-04,30.15,72.69,15,13,2,1
ol_00011,sl_0026,SP,GO,2018-02-17,2018-03-06,2018-03-07,31.4,71.47,18,17,1,1
ol_01316,sl_0008,PR,SP,2018-02-17,2018-02-26,2018-02-24,15.13,53.73,7,9,-2,0
ol_00589,sl_0010,SP,SP,2018-02-17,2018-03-05,2018-03-05,23.56,127.46,16,16,0,0
ol_00006,sl_0076,SP,RS,2018-02-17,2018-02-25,2018-03-02,50.9,83.28,13,8,5,1
ol_01206,sl_0076,SP,BA,2018-02-17,2018-03-06,2018-03-09,42.04,85.93,20,17,3,1
ol_00975,sl_0087,SP,PE,2018-02-17,2018-03-03,2018-03-06,29.85,148.66,17,14,3,1
ol_01149,sl_0055,SP,SP,2018-02-17,2018-02-22,2018-02-22,22.91,97.34,5,5,0,0
ol_00264,sl_0008,SC,RJ,2018-02-18,2018-02-23,2018-02-21,23.04,86.18,3,5,-2,0
ol_01524,sl_0054,RJ,BA,2018-02-18,2018-02-26,2018-02-25,35.86,96.72,7,8,-1,0
ol_00615,sl_0097,SP,RJ,2018-02-18,2018-03-04,2018-03-06,27.71,65.12,16,14,2,1
ol_01862,sl_0043,SP,PR,2018-02-18,2018-02-26,2018-02-24,16.21,153.34,6,8,-2,0
ol_01739,sl_0004,MG,SP,2018-02-18,2018-02-27,2018-02-28,27.85,34.15,10,9,1,1
ol_00531,sl_0114,BA,SP,2018-02-18,2018-02-26,2018-02-25,32.03,113.87,7,8,-1,0
ol_00480,sl_0080,MG,RJ,2018-02-18,2018-02-25,2018-03-03,30.83,77.77,13,7,6,1
ol_01631,sl_0007,SC,SP,2018-02-18,2018-03-03,2018-02-28,36.67,86.07,10,13,-3,0
ol_00133,sl_0053,SP,MG,2018-02-18,2018-02-25,2018-02-27,30.24,52.22,9,7,2,1
ol_00395,sl_0098,SP,SP,2018-02-18,2018-02-24,2018-02-24,43.6,93.95,6,6,0,0
ol_00810,sl_0064,RJ,MG,2018-02-19,2018-02-26,2018-02-27,32.8,84.38,8,7,1,1
ol_00424,sl_0117,RJ,SP,2018-02-19,2018-02-28,2018-03-04,28.02,146.15,13,9,4,1
ol_01802,sl_0048,SP,SP,2018-02-19,2018-02-26,2018-03-03,42.35,91.81,12,7,5,1
ol_01608,sl_0101,SP,SP,2018-02-19,2018-03-06,2018-03-06,47.26,116.81,15,15,0,0
ol_00562,sl_0053,SP,SP,2018-02-19,2018-03-03,2018-03-01,51.75,222.66,10,12,-2,0
ol_01267,sl_0059,SC,MG,2018-02-19,2018-03-07,2018-03-13,46.97,96.72,22,16,6,1
ol_00957,sl_0115,SP,SP,2018-02-19,2018-03-07,2018-03-20,126.55,63.73,29,16,13,1
ol_00556,sl_0042,SP,GO,2018-02-19,2018-02-27,2018-02-25,24.88,89.6,6,8,-2,0
ol_00551,sl_0100,SP,RJ,2018-02-19,2018-02-28,2018-03-02,35.49,267.16,11,9,2,1
ol_00782,sl_0105,BA,BA,2018-02-19,2018-03-04,2018-03-04,30.76,150.38,13,13,0,0
ol_00109,sl_0110,SP,SP,2018-02-19,2018-03-07,2018-03-03,27.24,80.82,12,16,-4,0
ol_00392,sl_0094,BA,SP,2018-02-19,2018-03-07,2018-03-08,31.07,55.65,17,16,1,1
ol_01633,sl_0080,SP,PR,2018-02-20,2018-03-09,2018-03-08,25.68,71.18,16,17,-1,0
ol_01148,sl_0099,SP,RJ,2018-02-20,2018-02-26,2018-03-01,44.62,171.9,9,6,3,1
ol_01215,sl_0084,SP,RS,2018-02-20,2018-03-06,2018-03-13,40.01,25.0,21,14,7,1
ol_00954,sl_0034,SP,PR,2018-02-20,2018-03-01,2018-03-03,36.28,78.23,11,9,2,1
ol_00016,sl_0111,PR,PR,2018-02-20,2018-03-02,2018-03-05,29.21,115.9,13,10,3,1
ol_01052,sl_0080,SP,PE,2018-02-20,2018-02-28,2018-02-27,37.97,51.78,7,8,-1,0
ol_00543,sl_0119,PR,RJ,2018-02-20,2018-03-08,2018-03-10,36.84,77.8,18,16,2,1
ol_00147,sl_0102,SP,SP,2018-02-20,2018-02-25,2018-02-26,21.15,65.69,6,5,1,1
ol_00275,sl_0017,PR,MG,2018-02-20,2018-02-27,2018-03-01,36.66,60.85,9,7,2,1
ol_01885,sl_0026,PR,RJ,2018-02-20,2018-02-27,2018-03-19,101.71,69.07,27,7,20,1
ol_01322,sl_0029,SC,MG,2018-02-20,2018-02-26,2018-03-02,33.02,167.64,10,6,4,1
ol_01870,sl_0040,RJ,RS,2018-02-20,2018-03-09,2018-03-11,38.84,294.31,19,17,2,1
ol_01499,sl_0074,SC,MG,2018-02-20,2018-03-08,2018-03-08,13.27,46.33,16,16,0,0
ol_01930,sl_0048,SP,RJ,2018-02-20,2018-03-06,2018-03-04,29.95,73.92,12,14,-2,0
ol_01289,sl_0112,RJ,RS,2018-02-20,2018-03-05,2018-03-06,32.22,49.7,14,13,1,1
ol_00238,sl_0026,SP,RJ,2018-02-20,2018-03-04,2018-03-05,28.78,76.39,13,12,1,1
ol_01613,sl_0008,PR,RJ,2018-02-20,2018-02-25,2018-02-28,36.05,37.63,8,5,3,1
ol_01891,sl_0073,RJ,SP,2018-02-21,2018-03-03,2018-03-02,22.77,68.8,9,10,-1,0
ol_01666,sl_0079,SP,SP,2018-02-21,2018-03-04,2018-03-05,30.18,154.26,12,11,1,1
ol_00500,sl_0051,MG,SP,2018-02-21,2018-03-07,2018-03-06,34.5,54.63,13,14,-1,0
ol_00031,sl_0081,SP,RS,2018-02-21,2018-02-26,2018-03-01,44.0,39.67,8,5,3,1
ol_01864,sl_0003,MG,SP,2018-02-21,2018-02-27,2018-03-01,14.08,71.85,8,6,2,1
ol_01838,sl_0032,RJ,PR,2018-02-21,2018-02-26,2018-03-01,43.04,134.18,8,5,3,1
ol_01915,sl_0036,MG,SP,2018-02-21,2018-03-04,2018-03-03,46.0,46.51,10,11,-1,0
ol_01293,sl_0094,SP,PE,2018-02-21,2018-02-28,2018-03-01,41.29,51.49,8,7,1,1
ol_01451,sl_0074,MG,RS,2018-02-21,2018-02-28,2018-02-28,26.19,80.94,7,7,0,0
ol_01390,sl_0065,RJ,PE,2018-02-21,2018-03-03,2018-03-19,107.17,64.58,26,10,16,1
ol_00379,sl_0041,SP,RS,2018-02-21,2018-03-07,2018-03-09,43.74,181.88,16,14,2,1
ol_00438,sl_0010,SP,SP,2018-02-21,2018-03-06,2018-03-04,22.05,132.7,11,13,-2,0
ol_00173,sl_0030,SP,RJ,2018-02-21,2018-03-09,2018-03-10,43.83,171.36,17,16,1,1
ol_01076,sl_0093,MG,RJ,2018-02-21,2018-03-04,2018-03-06,39.16,25.0,13,11,2,1
ol_00823,sl_0053,RJ,PR,2018-02-22,2018-03-09,2018-03-12,24.34,171.58,18,15,3,1
ol_01612,sl_0074,SP,PR,2018-02-22,2018-03-07,2018-03-09,38.65,58.47,15,13,2,1
ol_00855,sl_0095,BA,RJ,2018-02-22,2018-03-02,2018-03-01,27.9,67.6,7,8,-1,0
ol_00737,sl_0026,RJ,BA,2018-02-22,2018-03-03,2018-03-01,19.25,141.05,7,9,-2,0
ol_01700,sl_0057,RJ,PR,2018-02-22,2018-03-02,2018-03-04,21.92,115.07,10,8,2,1
ol_00023,sl_0078,RJ,RS,2018-02-22,2018-02-28,2018-03-08,46.52,91.38,14,6,8,1
ol_00996,sl_0014,RJ,SP,2018-02-22,2018-03-09,2018-03-15,35.77,132.05,21,15,6,1
ol_01916,sl_0088,SP,RS,2018-02-22,2018-03-02,2018-03-04,31.84,128.73,10,8,2,1
ol_00008,sl_0112,MG,BA,2018-02-22,2018-03-10,2018-03-12,21.62,56.66,18,16,2,1
ol_01822,sl_0010,RJ,RJ,2018-02-22,2018-02-28,2018-02-26,27.5,150.25,4,6,-2,0
ol_01421,sl_0051,PR,SP,2018-02-22,2018-03-08,2018-03-10,32.66,80.26,16,14,2,1
ol_00363,sl_0014,MG,PE,2018-02-23,2018-03-03,2018-03-08,36.67,37.48,13,8,5,1
ol_00236,sl_0101,RJ,SP,2018-02-23,2018-02-28,2018-02-25,25.6,55.12,2,5,-3,0
ol_00121,sl_0109,SP,GO,2018-02-23,2018-03-07,2018-03-10,49.12,115.29,15,12,3,1
ol_00779,sl_0100,RJ,RJ,2018-02-23,2018-03-10,2018-03-12,37.92,36.26,17,15,2,1
ol_01579,sl_0109,RJ,SP,2018-02-23,2018-03-04,2018-03-07,44.01,146.77,12,9,3,1
ol_00476,sl_0100,PR,RJ,2018-02-23,2018-03-05,2018-03-06,33.83,206.52,11,10,1,1
ol_00977,sl_0101,BA,SP,2018-02-24,2018-03-09,2018-03-07,32.42,279.11,11,13,-2,0
ol_00517,sl_0112,SP,SP,2018-02-24,2018-03-02,2018-03-06,38.92,107.44,10,6,4,1
ol_01059,sl_0076,SP,BA,2018-02-24,2018-03-06,2018-03-10,45.64,25.0,14,10,4,1
ol_01686,sl_0116,SP,PR,2018-02-24,2018-03-02,2018-03-03,48.21,77.47,7,6,1,1
ol_00688,sl_0110,SP,RJ,2018-02-24,2018-03-08,2018-03-13,28.23,31.61,17,12,5,1
ol_00262,sl_0109,MG,RS,2018-02-24,2018-03-10,2018-03-12,37.11,128.69,16,14,2,1
ol_01626,sl_0115,MG,PR,2018-02-24,2018-03-08,2018-03-08,32.07,77.89,12,12,0,0
ol_01246,sl_0064,PR,MG,2018-02-24,2018-03-01,2018-02-28,44.08,153.52,4,5,-1,0
ol_01618,sl_0001,RJ,RJ,2018-02-24,2018-03-13,2018-03-11,29.81,96.18,15,17,-2,0
ol_00739,sl_0075,MG,SP,2018-02-24,2018-03-07,2018-03-06,36.6,52.07,10,11,-1,0
ol_01803,sl_0085,RJ,MG,2018-02-24,2018-03-11,2018-03-10,25.8,107.31,14,15,-1,0
ol_01749,sl_0103,RJ,PR,2018-02-24,2018-03-02,2018-03-06,34.48,112.87,10,6,4,1
ol_00452,sl_0014,RJ,BA,2018-02-24,2018-03-12,2018-03-15,28.84,65.71,19,16,3,1
ol_00988,sl_0048,SP,PR,2018-02-24,2018-03-10,2018-03-12,26.87,113.24,16,14,2,1
ol_00038,sl_0113,RJ,RJ,2018-02-25,2018-03-07,2018-03-13,36.92,134.47,16,10,6,1
ol_00968,sl_0076,PR,RS,2018-02-25,2018-03-06,2018-03-05,37.62,61.38,8,9,-1,0
ol_00210,sl_0024,SP,SP,2018-02-25,2018-03-03,2018-03-10,50.6,61.7,13,6,7,1
ol_01831,sl_0049,SP,SP,2018-02-25,2018-03-04,2018-03-08,31.11,157.08,11,7,4,1
ol_00350,sl_0115,PR,RJ,2018-02-25,2018-03-03,2018-03-02,28.42,50.69,5,6,-1,0
ol_01372,sl_0005,MG,PR,2018-02-25,2018-03-02,2018-03-07,41.13,85.59,10,5,5,1
ol_00320,sl_0080,MG,MG,2018-02-25,2018-03-12,2018-03-13,11.91,96.82,16,15,1,1
ol_00247,sl_0073,BA,BA,2018-02-25,2018-03-11,2018-03-10,26.44,31.39,13,14,-1,0
ol_01082,sl_0005,SP,PR,2018-02-25,2018-03-02,2018-03-04,29.35,78.72,7,5,2,1
ol_01123,sl_0085,SP,BA,2018-02-25,2018-03-02,2018-03-03,39.25,89.02,6,5,1,1
ol_01610,sl_0098,PR,SP,2018-02-25,2018-03-04,2018-02-27,42.23,31.38,2,7,-5,0
ol_01874,sl_0032,SC,SP,2018-02-25,2018-03-04,2018-03-06,44.28,132.75,9,7,2,1
ol_01258,sl_0045,PR,PR,2018-02-26,2018-03-08,2018-03-10,31.56,280.71,12,10,2,1
ol_01254,sl_0089,RJ,GO,2018-02-26,2018-03-08,2018-03-11,30.57,128.76,13,10,3,1
ol_00481,sl_0073,SP,RS,2018-02-26,2018-03-06,2018-03-06,39.87,44.79,8,8,0,0
ol_01131,sl_0114,SP,RS,2018-02-26,2018-03-04,2018-03-05,55.27,131.74,7,6,1,1
ol_00602,sl_0117,SP,PR,2018-02-26,2018-03-10,2018-03-13,37.36,149.08,15,12,3,1
ol_01785,sl_0055,RJ,MG,2018-02-26,2018-03-12,2018-03-12,25.63,139.49,14,14,0,0
ol_00511,sl_0035,RJ,SP,2018-02-26,2018-03-15,2018-03-13,27.05,40.95,15,17,-2,0
ol_00992,sl_0118,SP,RS,2018-02-27,2018-03-09,2018-03-10,57.51,53.58,11,10,1,1
ol_00103,sl_0115,PR,PR,2018-02-27,2018-03-10,2018-03-08,42.59,220.2,9,11,-2,0
ol_00505,sl_0118,PR,SP,2018-02-27,2018-03-12,2018-03-14,32.03,75.1,15,13,2,1
ol_01790,sl_0008,MG,RJ,2018-02-27,2018-03-10,2018-03-12,41.92,25.0,13,11,2,1
ol_01338,sl_0075,SP,SP,2018-02-27,2018-03-14,2018-03-16,40.66,40.62,17,15,2,1
ol_00386,sl_0089,SP,PR,2018-02-27,2018-03-09,2018-03-10,41.63,86.96,11,10,1,1
ol_01468,sl_0067,PR,SP,2018-02-27,2018-03-09,2018-03-30,110.25,119.24,31,10,21,1
ol_01521,sl_0025,SC,SP,2018-02-27,2018-03-13,2018-03-15,35.56,76.75,16,14,2,1
ol_00004,sl_0059,SP,GO,2018-02-27,2018-03-06,2018-03-09,23.57,61.03,10,7,3,1
ol_01546,sl_0030,PR,RS,2018-02-27,2018-03-06,2018-03-08,39.88,71.63,9,7,2,1
ol_01617,sl_0030,SP,RJ,2018-02-27,2018-03-04,2018-03-03,38.51,33.16,4,5,-1,0
ol_01098,sl_0112,BA,RJ,2018-02-27,2018-03-14,2018-03-17,28.83,80.02,18,15,3,1
ol_00161,sl_0059,MG,RS,2018-02-27,2018-03-12,2018-03-15,33.2,56.89,16,13,3,1
ol_01893,sl_0031,SP,RJ,2018-02-27,2018-03-14,2018-03-17,35.25,128.22,18,15,3,1
ol_01871,sl_0090,SP,RJ,2018-02-27,2018-03-15,2018-03-16,36.97,124.47,17,16,1,1
ol_00361,sl_0019,RJ,BA,2018-02-27,2018-03-12,2018-03-13,35.17,58.07,14,13,1,1
ol_00127,sl_0112,PR,SP,2018-02-27,2018-03-14,2018-03-16,40.01,67.95,17,15,2,1
ol_00232,sl_0036,SP,SP,2018-02-28,2018-03-06,2018-03-06,29.85,94.92,6,6,0,0
ol_00760,sl_0077,SP,SP,2018-02-28,2018-03-10,2018-03-10,35.18,25.9,10,10,0,0
ol_00758,sl_0066,MG,RJ,2018-02-28,2018-03-05,2018-03-10,29.9,78.66,10,5,5,1
ol_00254,sl_0117,MG,SP,2018-02-28,2018-03-08,2018-03-11,43.86,25.0,11,8,3,1
ol_01645,sl_0103,BA,RJ,2018-02-28,2018-03-14,2018-03-13,32.69,171.12,13,14,-1,0
ol_00708,sl_0116,BA,SP,2018-02-28,2018-03-15,2018-03-17,26.36,150.14,17,15,2,1
ol_01118,sl_0088,BA,SP,2018-02-28,2018-03-06,2018-03-07,14.44,82.65,7,6,1,1
ol_00503,sl_0103,RJ,RS,2018-02-28,2018-03-11,2018-03-11,39.88,120.23,11,11,0,0
ol_00209,sl_0047,BA,RJ,2018-02-28,2018-03-14,2018-03-15,45.42,68.33,15,14,1,1
ol_01177,sl_0090,SP,RJ,2018-02-28,2018-03-17,2018-03-16,25.09,44.31,16,17,-1,0
ol_01480,sl_0093,SC,SP,2018-02-28,2018-03-10,2018-03-09,32.97,84.8,9,10,-1,0
ol_00597,sl_0033,SP,BA,2018-02-28,2018-03-09,2018-03-09,35.05,128.62,9,9,0,0
ol_01945,sl_0119,PR,RS,2018-02-28,2018-03-06,2018-03-05,33.72,85.31,5,6,-1,0
ol_00507,sl_0090,RJ,RJ,2018-03-01,2018-03-08,2018-03-11,20.11,54.54,10,7,3,1
ol_00373,sl_0035,SP,RS,2018-03-01,2018-03-10,2018-03-14,37.41,144.76,13,9,4,1
ol_00544,sl_0076,RJ,RS,2018-03-01,2018-03-18,2018-03-20,41.76,60.88,19,17,2,1
ol_01401,sl_0054,RJ,PR,2018-03-01,2018-03-14,2018-03-15,19.76,195.67,14,13,1,1
ol_01543,sl_0002,SP,SP,2018-03-01,2018-03-13,2018-03-16,47.96,38.43,15,12,3,1
ol_01635,sl_0098,RJ,SP,2018-03-01,2018-03-16,2018-03-18,49.69,109.19,17,15,2,1
ol_01687,sl_0088,RJ,PE,2018-03-01,2018-03-14,2018-03-14,34.44,128.09,13,13,0,0
ol_00007,sl_0090,MG,BA,2018-03-01,2018-03-15,2018-03-14,36.09,95.88,13,14,-1,0
ol_00991,sl_0071,RJ,RS,2018-03-01,2018-03-09,2018-03-14,35.41,98.74,13,8,5,1
ol_01311,sl_0098,PR,BA,2018-03-01,2018-03-10,2018-03-09,32.84,76.12,8,9,-1,0
ol_01086,sl_0062,MG,SP,2018-03-01,2018-03-12,2018-03-14,33.65,42.69,13,11,2,1
ol_00640,sl_0093,SC,MG,2018-03-02,2018-03-09,2018-03-07,26.12,103.21,5,7,-2,0
ol_01232,sl_0084,MG,SP,2018-03-02,2018-03-11,2018-03-10,44.78,28.48,8,9,-1,0
ol_01695,sl_0109,MG,RJ,2018-03-02,2018-03-12,2018-03-12,34.94,35.39,10,10,0,0
ol_01382,sl_0029,SP,SP,2018-03-02,2018-03-11,2018-03-10,29.77,64.77,8,9,-1,0
ol_00138,sl_0099,SP,MG,2018-03-02,2018-03-16,2018-03-20,33.19,51.82,18,14,4,1
ol_00431,sl_0087,RJ,SP,2018-03-02,2018-03-18,2018-03-18,22.41,123.76,16,16,0,0
ol_00441,sl_0040,RJ,BA,2018-03-02,2018-03-08,2018-03-08,29.67,130.1,6,6,0,0
ol_01103,sl_0106,MG,RJ,2018-03-02,2018-03-17,2018-03-17,46.25,100.73,15,15,0,0
ol_01432,sl_0095,SP,GO,2018-03-02,2018-03-12,2018-03-13,35.74,96.77,11,10,1,1
ol_01395,sl_0119,SP,GO,2018-03-02,2018-03-19,2018-03-20,28.71,39.37,18,17,1,1
ol_01213,sl_0101,SP,SP,2018-03-02,2018-03-12,2018-03-12,16.04,182.46,10,10,0,0
ol_01445,sl_0077,SP,PR,2018-03-02,2018-03-10,2018-03-11,40.2,75.53,9,8,1,1
ol_01349,sl_0040,RJ,PR,2018-03-02,2018-03-19,2018-03-18,27.85,26.92,16,17,-1,0
ol_01447,sl_0098,MG,MG,2018-03-03,2018-03-15,2018-03-16,40.35,28.07,13,12,1,1
ol_01732,sl_0074,SP,MG,2018-03-03,2018-03-18,2018-03-21,31.4,88.93,18,15,3,1
ol_01701,sl_0066,SP,SP,2018-03-03,2018-03-10,2018-03-09,23.57,93.27,6,7,-1,0
ol_01892,sl_0022,BA,SP,2018-03-03,2018-03-17,2018-03-18,40.87,146.65,15,14,1,1
ol_00614,sl_0043,RJ,RJ,2018-03-03,2018-03-20,2018-03-18,28.55,107.77,15,17,-2,0
ol_00322,sl_0032,SP,SP,2018-03-03,2018-03-12,2018-03-12,14.08,157.93,9,9,0,0
ol_00752,sl_0028,SP,RJ,2018-03-03,2018-03-11,2018-03-11,35.6,105.96,8,8,0,0
ol_01236,sl_0116,SP,RJ,2018-03-03,2018-03-13,2018-03-12,26.35,86.96,9,10,-1,0
ol_01195,sl_0118,SP,SP,2018-03-03,2018-03-11,2018-03-15,25.27,58.89,12,8,4,1
ol_01513,sl_0042,BA,SP,2018-03-03,2018-03-19,2018-03-18,32.26,75.42,15,16,-1,0
ol_01512,sl_0017,SP,SP,2018-03-03,2018-03-10,2018-03-11,43.68,100.1,8,7,1,1
ol_00498,sl_0084,MG,MG,2018-03-03,2018-03-11,2018-03-08,30.85,141.56,5,8,-3,0
ol_00637,sl_0068,MG,RJ,2018-03-03,2018-03-15,2018-03-16,37.06,96.94,13,12,1,1
ol_01143,sl_0039,SP,RJ,2018-03-03,2018-03-08,2018-03-10,37.57,55.47,7,5,2,1
ol_00732,sl_0024,RJ,SP,2018-03-03,2018-03-09,2018-03-13,50.85,86.32,10,6,4,1
ol_01989,sl_0087,SC,SP,2018-03-03,2018-03-20,2018-03-20,32.95,43.85,17,17,0,0
ol_01146,sl_0103,MG,PR,2018-03-03,2018-03-11,2018-03-11,21.93,50.39,8,8,0,0
ol_00970,sl_0054,SP,SP,2018-03-03,2018-03-17,2018-03-21,39.98,49.45,18,14,4,1
ol_00535,sl_0048,SP,SP,2018-03-03,2018-03-12,2018-03-10,18.92,157.65,7,9,-2,0
ol_01715,sl_0083,SP,SP,2018-03-03,2018-03-17,2018-03-17,34.81,75.3,14,14,0,0
ol_00880,sl_0084,RJ,RS,2018-03-03,2018-03-15,2018-03-15,38.05,73.13,12,12,0,0
ol_01178,sl_0075,SP,SP,2018-03-03,2018-03-11,2018-03-09,19.23,106.54,6,8,-2,0
ol_01800,sl_0064,RJ,RJ,2018-03-03,2018-03-12,2018-03-09,25.69,75.67,6,9,-3,0
ol_01656,sl_0016,SP,RJ,2018-03-03,2018-03-09,2018-03-12,24.01,50.33,9,6,3,1
ol_00106,sl_0051,RJ,GO,2018-03-03,2018-03-10,2018-03-10,13.17,262.19,7,7,0,0
ol_01284,sl_0062,SP,MG,2018-03-03,2018-03-09,2018-03-13,47.97,112.24,10,6,4,1
ol_00572,sl_0109,SP,SP,2018-03-03,2018-03-17,2018-03-12,26.08,107.66,9,14,-5,0
ol_00326,sl_0012,PR,MG,2018-03-03,2018-03-14,2018-03-19,39.2,83.57,16,11,5,1
ol_00393,sl_0025,SP,SP,2018-03-04,2018-03-13,2018-03-10,23.98,76.36,6,9,-3,0
ol_00324,sl_0078,SP,SP,2018-03-04,2018-03-14,2018-03-13,32.56,109.75,9,10,-1,0
ol_00193,sl_0035,SP,SP,2018-03-04,2018-03-17,2018-03-17,24.31,95.73,13,13,0,0
ol_01181,sl_0027,MG,SP,2018-03-04,2018-03-16,2018-03-18,35.59,108.38,14,12,2,1
ol_00175,sl_0017,RJ,SP,2018-03-05,2018-03-19,2018-03-23,30.22,36.28,18,14,4,1
ol_01101,sl_0102,SP,SP,2018-03-05,2018-03-11,2018-03-11,33.35,113.97,6,6,0,0
ol_01549,sl_0118,SP,SP,2018-03-05,2018-03-22,2018-03-24,30.6,63.7,19,17,2,1
ol_00829,sl_0024,SP,SP,2018-03-05,2018-03-17,2018-03-19,31.07,47.88,14,12,2,1
ol_00003,sl_0041,PR,SP,2018-03-05,2018-03-18,2018-03-22,17.75,92.11,17,13,4,1
ol_00304,sl_0002,RJ,RS,2018-03-05,2018-03-15,2018-03-15,34.75,37.64,10,10,0,0
ol_01151,sl_0110,PR,SP,2018-03-05,2018-03-18,2018-03-19,38.48,138.42,14,13,1,1
ol_01351,sl_0080,RJ,SP,2018-03-05,2018-03-21,2018-03-17,43.37,117.87,12,16,-4,0
ol_00253,sl_0095,SP,SP,2018-03-05,2018-03-11,2018-03-14,32.15,57.05,9,6,3,1
ol_00080,sl_0053,PR,RJ,2018-03-06,2018-03-22,2018-03-21,35.27,55.22,15,16,-1,0
ol_00983,sl_0003,SP,RJ,2018-03-06,2018-03-15,2018-03-16,39.49,99.77,10,9,1,1
ol_00494,sl_0079,RJ,GO,2018-03-06,2018-03-21,2018-03-20,30.52,111.97,14,15,-1,0
ol_01307,sl_0095,RJ,RJ,2018-03-06,2018-03-19,2018-03-18,36.73,72.09,12,13,-1,0
ol_00415,sl_0048,MG,SP,2018-03-06,2018-03-14,2018-03-17,27.63,54.21,11,8,3,1
ol_00111,sl_0107,RJ,PR,2018-03-06,2018-03-13,2018-03-12,22.94,64.78,6,7,-1,0
ol_00778,sl_0005,BA,SP,2018-03-06,2018-03-20,2018-03-21,52.12,446.04,15,14,1,1
ol_00584,sl_0062,SP,SP,2018-03-06,2018-03-21,2018-03-20,35.04,38.53,14,15,-1,0
ol_00871,sl_0116,MG,SP,2018-03-06,2018-03-18,2018-03-17,35.14,47.38,11,12,-1,0
ol_01038,sl_0067,SC,SP,2018-03-06,2018-03-11,2018-03-17,41.22,40.7,11,5,6,1
ol_00590,sl_0030,SP,MG,2018-03-06,2018-03-20,2018-03-20,26.53,73.13,14,14,0,0
ol_00456,sl_0092,RJ,SP,2018-03-07,2018-03-22,2018-03-21,41.3,71.8,14,15,-1,0
ol_01730,sl_0005,SC,RS,2018-03-07,2018-03-13,2018-03-16,31.54,103.12,9,6,3,1
ol_01477,sl_0032,RJ,SP,2018-03-07,2018-03-20,2018-03-24,28.57,82.06,17,13,4,1
ol_01590,sl_0092,SP,RJ,2018-03-07,2018-03-19,2018-03-20,30.28,144.8,13,12,1,1
ol_00781,sl_0045,RJ,RJ,2018-03-07,2018-03-17,2018-03-19,44.54,79.67,12,10,2,1
ol_00593,sl_0058,SP,RJ,2018-03-07,2018-03-23,2018-03-23,41.24,56.18,16,16,0,0
ol_01796,sl_0030,SP,PR,2018-03-07,2018-03-13,2018-03-12,32.71,97.0,5,6,-1,0
ol_01585,sl_0082,RJ,PR,2018-03-08,2018-03-22,2018-03-24,46.53,74.73,16,14,2,1
ol_01682,sl_0081,RJ,PR,2018-03-08,2018-03-19,2018-03-22,43.1,50.8,14,11,3,1
